Species,Gene,Genome,Localization,Complex,FPKM
Arabidopsis_dataset2,ndhB,Chloroplast,Chloroplast,ChlNDH,15035.32
Arabidopsis_dataset2,ndhC,Chloroplast,Chloroplast,ChlNDH,11763.52
Arabidopsis_dataset2,ndhD,Chloroplast,Chloroplast,ChlNDH,25106.59
Arabidopsis_dataset2,ndhE,Chloroplast,Chloroplast,ChlNDH,24661.92
Arabidopsis_dataset2,ndhF,Chloroplast,Chloroplast,ChlNDH,6974.16
Arabidopsis_dataset2,ndhG,Chloroplast,Chloroplast,ChlNDH,19494.49
Arabidopsis_dataset2,ndhH,Chloroplast,Chloroplast,ChlNDH,14417.09
Arabidopsis_dataset2,ndhI,Chloroplast,Chloroplast,ChlNDH,18420.6
Arabidopsis_dataset2,ndhJ,Chloroplast,Chloroplast,ChlNDH,9977.23
Arabidopsis_dataset2,ndhK,Chloroplast,Chloroplast,ChlNDH,8197.94
Arabidopsis_dataset2,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,2960.58
Arabidopsis_dataset2,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,3648.58
Arabidopsis_dataset2,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,213.63
Arabidopsis_dataset2,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,64287.36
Arabidopsis_dataset2,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,4477.88
Arabidopsis_dataset2,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,1396.58
Arabidopsis_dataset2,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,20578.31
Arabidopsis_dataset2,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,16864.3
Arabidopsis_dataset2,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,5351.09
Arabidopsis_dataset2,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,5298.86
Arabidopsis_dataset2,Clp ATPase,Nuclear,Chloroplast,ClpP,5093.29
Arabidopsis_dataset2,Clp ATPase,Nuclear,Chloroplast,ClpP,8623.31
Arabidopsis_dataset2,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,7100.94
Arabidopsis_dataset2,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,7437.46
Arabidopsis_dataset2,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,4610.3
Arabidopsis_dataset2,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,7166.2
Arabidopsis_dataset2,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,5621.26
Arabidopsis_dataset2,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,2936.22
Arabidopsis_dataset2,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,7947.5
Arabidopsis_dataset2,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,21928.43
Arabidopsis_dataset2,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,580.39
Arabidopsis_dataset2,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,1855.26
Arabidopsis_dataset2,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,34579.69
Arabidopsis_dataset2,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,24051.46
Arabidopsis_dataset2,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,1147.98
Arabidopsis_dataset2,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,2029.82
Arabidopsis_dataset2,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,129.57
Arabidopsis_dataset2,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,0
Arabidopsis_dataset2,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,17718.22
Arabidopsis_dataset1,AtpB,Chloroplast,Chloroplast,ChlAtp,205024.76
Arabidopsis_dataset1,AtpA,Chloroplast,Chloroplast,ChlAtp,98116.53
Arabidopsis_dataset1,AtpE,Chloroplast,Chloroplast,ChlAtp,137038.47
Arabidopsis_dataset1,AtpF,Chloroplast,Chloroplast,ChlAtp,105445.45
Arabidopsis_dataset1,AtpH,Chloroplast,Chloroplast,ChlAtp,1563888.51
Arabidopsis_dataset1,AtpI,Chloroplast,Chloroplast,ChlAtp,61920.53
Arabidopsis_dataset1,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,8205.22
Arabidopsis_dataset1,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,8084.07
Arabidopsis_dataset1,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,4.02
Arabidopsis_dataset1,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,4578.59
Arabidopsis_dataset1,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,8549.11
Arabidopsis_dataset1,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,26.12
Arabidopsis_dataset1,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,1225.11
Arabidopsis_dataset1,ClpP,Chloroplast,Chloroplast,ClpP,251889.34
Arabidopsis_dataset1,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,12579.83
Arabidopsis_dataset1,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,1304.98
Arabidopsis_dataset1,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,1289.7
Arabidopsis_dataset1,Clp ATPase,Nuclear,Chloroplast,ClpP,549.6
Arabidopsis_dataset1,Clp ATPase,Nuclear,Chloroplast,ClpP,4244.29
Arabidopsis_dataset1,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,2261.21
Arabidopsis_dataset1,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,2836.29
Arabidopsis_dataset1,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,2452.26
Arabidopsis_dataset1,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,1895.94
Arabidopsis_dataset1,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,1362.79
Arabidopsis_dataset1,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,148.35
Arabidopsis_dataset1,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,2053.23
Arabidopsis_dataset1,ndhA,Chloroplast,Chloroplast,ChlNDH,45488.28
Arabidopsis_dataset1,ndhB,Chloroplast,Chloroplast,ChlNDH,23659.36
Arabidopsis_dataset1,ndhC,Chloroplast,Chloroplast,ChlNDH,128578.57
Arabidopsis_dataset1,ndhD,Chloroplast,Chloroplast,ChlNDH,45087.91
Arabidopsis_dataset1,ndhE,Chloroplast,Chloroplast,ChlNDH,6111.49
Arabidopsis_dataset1,ndhF,Chloroplast,Chloroplast,ChlNDH,5629.83
Arabidopsis_dataset1,ndhG,Chloroplast,Chloroplast,ChlNDH,159721.52
Arabidopsis_dataset1,ndhH,Chloroplast,Chloroplast,ChlNDH,11065.41
Arabidopsis_dataset1,ndhI,Chloroplast,Chloroplast,ChlNDH,8797.61
Arabidopsis_dataset1,ndhJ,Chloroplast,Chloroplast,ChlNDH,40099.22
Arabidopsis_dataset1,ndhK,Chloroplast,Chloroplast,ChlNDH,60129.77
Arabidopsis_dataset1,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,423.66
Arabidopsis_dataset1,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,11261.95
Arabidopsis_dataset1,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,15096.32
Arabidopsis_dataset1,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,748.82
Arabidopsis_dataset1,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1047.41
Arabidopsis_dataset1,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,1222.63
Arabidopsis_dataset1,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,222.73
Arabidopsis_dataset1,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,573.04
Arabidopsis_dataset1,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,2611.47
Arabidopsis_dataset1,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,973.29
Arabidopsis_dataset3,AtpB,Chloroplast,Chloroplast,ChlAtp,117582.82
Arabidopsis_dataset3,AtpA,Chloroplast,Chloroplast,ChlAtp,110130.94
Arabidopsis_dataset3,AtpE,Chloroplast,Chloroplast,ChlAtp,114949.56
Arabidopsis_dataset3,AtpF,Chloroplast,Chloroplast,ChlAtp,138164.84
Arabidopsis_dataset3,AtpH,Chloroplast,Chloroplast,ChlAtp,543822.4
Arabidopsis_dataset3,AtpI,Chloroplast,Chloroplast,ChlAtp,60401.51
Arabidopsis_dataset3,ATP synthase delta-subunit gene,Nuclear,Chloroplast,ChlAtp,15407.55
Arabidopsis_dataset3,"ATP synthase gamma chain 1, chloroplast (H(+)- transporting two-sector ATPase/F(1)- ATPase/ATPC1) identical to SP|Q01908 ATP synthase gamma chain 1, chloroplast precursor (EC 3.6.3.14) {Arabidopsis thaliana}",Nuclear,Chloroplast,ChlAtp,18344.28
Arabidopsis_dataset3,"ATPase 10, plasma membranetype (proton pump 10) (protonexporting ATPase), putative strong similarity to SP|Q43128 ATPase 10, plasma membranetype (EC 3.6.3.6) (Proton pump 10) {Arabidopsis thaliana}; contains InterPro accession IPR001757: ATPase, E1-E2",Nuclear,Chloroplast,ChlAtp,15.6
Arabidopsis_dataset3,ATPase 70 kDa subunit -related similar to ATPase 70 kDa subunit GI:558478 from [Brassica napus],Nuclear,Chloroplast,ChlAtp,5502.2
Arabidopsis_dataset3,"ATPase, F0 complex, subunit B/B', bacterial/chloroplast",Nuclear,Chloroplast,ChlAtp,13642.46
Arabidopsis_dataset3,"ATPase, F1 complex, gamma subunit protein",Nuclear,Chloroplast,ChlAtp,142.71
Arabidopsis_dataset3,vacuolar ATP synthase subunit B identical to vacuolar ATP synthase subunit B SP:P11574 [P11574],Nuclear,Chloroplast,ChlAtp,2121.43
Arabidopsis_dataset3,ClpP,Chloroplast,Chloroplast,ClpP,74812.84
Arabidopsis_dataset3,ATP-dependent Clp protease ATP-binding subunit (ClpC1) almost identical to ClpC GI:2921158 from [Arabidopsis thaliana],Nuclear,Chloroplast,ClpP,12507.08
Arabidopsis_dataset3,"ATP-dependent Clp protease proteolytic subunit (ClpP4) identical to nClpP4 GI:5360593 from[Arabidopsis thaliana]",Nuclear,Chloroplast,ClpP,3860.63
Arabidopsis_dataset3,ATP-dependent Clp protease proteolytic subunit (ClpP6) identical to ATP-dependent Clp protease,Nuclear,Chloroplast,ClpP,2191.82
Arabidopsis_dataset3,Clp ATPase,Nuclear,Chloroplast,ClpP,1803.28
Arabidopsis_dataset3,Clp ATPase,Nuclear,Chloroplast,ClpP,1643.1
Arabidopsis_dataset3,CLP protease proteolytic subunit 1,Nuclear,Chloroplast,ClpP,2827.5
Arabidopsis_dataset3,CLP protease proteolytic subunit 2,Nuclear,Chloroplast,ClpP,3027.86
Arabidopsis_dataset3,CLP protease proteolytic subunit 3,Nuclear,Chloroplast,ClpP,2240.03
Arabidopsis_dataset3,CLP protease R subunit 4,Nuclear,Chloroplast,ClpP,2787.76
Arabidopsis_dataset3,"expressed protein ClpC protease - Spinacia oleracea,PID:g4105131",Nuclear,Chloroplast,ClpP,2761.52
Arabidopsis_dataset3,"HSP100/ClpB, putative similar to HSP100/ClpB GI:9651530 [Phaseolus lunatus]",Nuclear,Chloroplast,ClpP,76.59
Arabidopsis_dataset3,nuclear encoded CLP protease 5,Nuclear,Chloroplast,ClpP,4690.1
Arabidopsis_dataset3,ndhA,Chloroplast,Chloroplast,ChlNDH,30491.21
Arabidopsis_dataset3,ndhB,Chloroplast,Chloroplast,ChlNDH,44741.08
Arabidopsis_dataset3,ndhC,Chloroplast,Chloroplast,ChlNDH,42763.35
Arabidopsis_dataset3,ndhD,Chloroplast,Chloroplast,ChlNDH,33227.47
Arabidopsis_dataset3,ndhE,Chloroplast,Chloroplast,ChlNDH,56024.58
Arabidopsis_dataset3,ndhF,Chloroplast,Chloroplast,ChlNDH,8224.56
Arabidopsis_dataset3,ndhG,Chloroplast,Chloroplast,ChlNDH,44805.9
Arabidopsis_dataset3,ndhH,Chloroplast,Chloroplast,ChlNDH,12442.32
Arabidopsis_dataset3,ndhI,Chloroplast,Chloroplast,ChlNDH,21336.64
Arabidopsis_dataset3,ndhJ,Chloroplast,Chloroplast,ChlNDH,31289.52
Arabidopsis_dataset3,ndhK,Chloroplast,Chloroplast,ChlNDH,43700.76
Arabidopsis_dataset3,"enoyl-[acyl-carrier protein] reductase [NADH] (enrA), putative similar to enoyl-[acyl-carrier protein] reductase [NADH] SP:P80030 from [Brassica napus]",Nuclear,Chloroplast,ChlNDH,2239.37
Arabidopsis_dataset3,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,20748.66
Arabidopsis_dataset3,"ferredoxin--NADP(+) reductase (adrenodoxin reductase), putative strong similarity to Ferredoxin-- NADP reductase, chloroplast precursor (EC 1.18.1.2) (FNR) from {Pisum sativum} SP|P10933, {Mesembryanthemum crystallinum} SP|P41343, {Spinacia oleracea} SP|P0",Nuclear,Chloroplast,ChlNDH,18388.3
Arabidopsis_dataset3,"glutamate synthase [NADH], chloroplast, putative similar to SP|Q03460 Glutamate synthase [NADH], chloroplast precursor (EC 1.4.1.14) (NADHGOGAT) {Medicago sativa}",Nuclear,Chloroplast,ChlNDH,3030.19
Arabidopsis_dataset3,"isocitrate dehydrogenase [NAD+], putative strong similarity to isocitrate dehydrogenase (NAD+) [Nicotiana tabacum] GI:3021506",Nuclear,Chloroplast,ChlNDH,1570.05
Arabidopsis_dataset3,NAD(P)H dehydrogenase 18,Nuclear,Chloroplast,ChlNDH,2367.25
Arabidopsis_dataset3,NAD(P)H dehydrogenase C1,Nuclear,Chloroplast,ChlNDH,372.08
Arabidopsis_dataset3,NAD(P)H:plastoquinone dehydrogenase complex subunit O,Nuclear,Chloroplast,ChlNDH,2344.59
Arabidopsis_dataset3,subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex,Nuclear,Chloroplast,ChlNDH,2754.43
Arabidopsis_dataset3,"""malate dehydrogenase [NAD], chloroplast, putative strong similarity to chloroplast NAD-malate dehydrogenase [Arabidopsis thaliana] GI:3256066; contains InterPro entry IPR001236: Lactate/malate dehydrogenase""",Nuclear,Chloroplast,ChlNDH,1838.24
